surface,motion_type,angle_deg,I_mean_wheel_joint_fl,I_mean_wheel_joint_fr,I_mean_wheel_joint_bl,I_mean_wheel_joint_br,number,target_angle,I_std_wheel_joint_fl,I_std_wheel_joint_fr,I_std_wheel_joint_bl,I_std_wheel_joint_br,I_total,I_std
linoleum,hourglass,-150.0,-0.022870264064293863,-0.41855338691159594,0.6592728664370455,-0.10686567164179094,14,-2.6179938779914944,0.4981488560983195,0.5490506167764566,0.6639545323585052,0.5064582154711956,1.2075621890547261,0.45412613303627153
linoleum,hourglass,-90.0,-0.6739523536165326,-0.5596584385763491,0.8030855338691159,0.596598737083812,14,-1.5707963267948966,0.5263623402474004,0.43864760768415567,0.49119863516850787,0.6888170578573231,2.6332950631458094,0.7662485824952538
linoleum,hourglass,-30.0,-0.4996555683122847,0.007331474495653512,0.09796621289158601,0.5818435296047236,14,-0.5235987755982988,0.350583271477582,0.4260839662791974,0.45528439001351756,0.5390040174113845,1.1867967853042478,0.4431181152393212
linoleum,hourglass,30.0,0.03638729429774211,0.6240336777650209,-0.5102793723689246,-0.14329889016456165,14,0.5235987755982988,0.42370620285279326,0.5907027857915139,0.6691556411881501,0.5085757403804123,1.3139992345962495,0.4731631044683717
linoleum,hourglass,90.0,0.712069460390356,0.7311710677382318,-0.7538892078071182,-0.8097014925373134,14,1.5707963267948966,0.5959359584988604,0.4473280289695925,0.5008334379506937,0.6973383982421454,3.006831228473019,0.8683314364141496
linoleum,hourglass,150.0,0.6270132852222404,0.094357880925045,-0.025405937346235866,-0.7410857798917498,14,2.6179938779914944,0.44536124611341515,0.40790350302520795,0.5026366738124941,0.4776533850648862,1.4878628833852712,0.5631440604070962
linoleum,hourglass,-150.0,-0.04220108249958986,-0.3716909955715927,0.6408397572576676,-0.13396752501230094,15,-2.6179938779914944,0.49570113337935884,0.524187998414461,0.6943304377202699,0.4869760143753305,1.188699360341151,0.43450995098906653
linoleum,hourglass,-90.0,-0.6082510524301569,-0.5501262916188291,0.8283352468427094,0.5919785686949869,15,-1.5707963267948966,0.5946803337745142,0.3906563326026882,0.5372914711870833,0.6632146005596881,2.578691159586682,0.7510067704299402
linoleum,hourglass,-30.0,-0.5434639986878792,-0.00862719370182067,0.051369525996391614,0.6297031326882073,15,-0.5235987755982988,0.37993939365858714,0.4421350461381955,0.45580303148263,0.4463248461424133,1.2331638510742988,0.479733730034182
linoleum,hourglass,30.0,0.020619977037887562,0.6061997703788747,-0.4354535017221587,-0.08898584003061587,15,0.5235987755982988,0.3949064538710284,0.6223210840260605,0.6585761976528222,0.5454544542037997,1.1512590891695367,0.4331362911303659
